workerId,prolific_id,group,cond,valence,exprating,valrating,arrating,block,trial_order,trial_cond,s1_color,Cong,IUS_tot,IUS_prospective,IUS_inhibitory,age,sex
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,20,50,34,2,66,33,blue,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,15,50,34,2,67,34,blue,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neg,15,10,73,2,68,34,red,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neg,15,0,60,2,69,35,blue,1,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neu,15,100,0,2,70,36,red,1,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,100,100,0,2,71,35,red,1,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neg,100,100,0,2,72,36,red,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neu,100,50,33,2,73,37,blue,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neg,95,50,33,2,74,37,red,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neg,95,11,60,2,75,38,red,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neu,95,50,90,2,76,39,blue,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,95,50,90,2,77,38,red,1,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,100,50,90,2,78,39,red,1,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,val_arr,neg,100,21,53,2,79,40,red,0,41,22,19,21,Male
12547,6083ff657cad22aaf2f462ad,UG,exp,neu,100,21,53,2,80,40,red,1,41,22,19,21,Male
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,61,24,60,1,1,1,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,68,24,60,1,2,1,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,68,13,59,1,3,2,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,68,50,26,1,4,3,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,78,50,26,1,5,2,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,78,13,62,1,6,4,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,78,23,60,1,7,5,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,78,33,63,1,8,6,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,78,68,29,1,9,7,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,57,68,29,1,10,3,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,57,8,67,1,11,8,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,63,8,67,1,12,4,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,63,36,55,1,13,9,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,44,36,55,1,14,5,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,44,11,63,1,15,10,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,44,50,50,1,16,11,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,44,38,54,1,17,12,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,44,42,50,1,18,13,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,53,42,50,1,19,6,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,42,50,1,20,7,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,42,50,1,21,8,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,50,50,1,22,14,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,35,50,1,23,15,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,35,50,1,24,9,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,82,42,1,25,16,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,82,42,1,26,10,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,58,50,1,27,17,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,58,50,1,28,11,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,55,50,1,29,18,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,55,50,1,30,12,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,55,50,1,31,13,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,74,50,1,32,19,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,74,50,1,33,14,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,46,50,1,34,20,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,46,50,1,35,15,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,45,46,50,1,36,16,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,46,50,1,37,17,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,46,50,1,38,18,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,57,50,1,39,21,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,29,50,1,40,22,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,57,50,2,41,23,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,37,56,2,42,24,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,18,56,2,43,25,blue,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,18,56,2,44,19,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,76,50,2,45,26,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,76,50,2,46,20,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,58,50,2,47,27,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,58,50,2,48,21,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,58,50,2,49,22,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,63,50,2,50,28,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,50,50,2,51,29,blue,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,50,50,2,52,23,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neg,50,3,59,2,53,30,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,69,50,2,54,31,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neg,50,69,50,2,55,24,red,0,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,val_arr,neu,50,75,22,2,56,32,red,1,35,23,12,57,Female
12546,5d20c6d5b1e50a001c19e622,CG,exp,neu,50,75,22,2,57,25,blue,0,35,23,12,57,Female
